distil_id	bead_batch	bead_revision	bead_set	cell_id	count_cv	count_mean	det_mode	det_plate	det_well	inf_model	pert_dose	pert_dose_unit	pert_id	pert_iname	pert_itime	pert_mfc_desc	pert_time	pert_time_unit	pert_type	pool_id	provenance_code	qc_f_logp	qc_iqr	qc_slope	rna_plate	rna_well	pert_plate
PETER001_HK2_24H_X1_B46:D12	b46	r2	dp52,dp53	HK2	14	110	duo	PETER001_HK2_24H_X1_B46	D12	mlr12k	0.5|0.1	uM	Efavirenz|Tenofovir Disoproxil Fumarate	Efavirenz|Tenofovir Disoproxil Fumarate	24 h	Efavirenz|Tenofovir Disoproxil Fumarate	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.2	16.51	53	PETER001_HK2_24H_X1	D12	PETER001
PETER001_HK2_24H_X1_B46:D13	b46	r2	dp52,dp53	HK2	14	108	duo	PETER001_HK2_24H_X1_B46	D13	mlr12k	0.1|0.5	uM	Cobicistat|Tenofovir Alafenamide Fumarate	Cobicistat|Tenofovir Alafenamide Fumarate	24 h	Cobicistat|Tenofovir Alafenamide Fumarate	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.6	15.13	54	PETER001_HK2_24H_X1	D13	PETER001
PETER001_HK2_24H_X1_B46:D14	b46	r2	dp52,dp53	HK2	13	112	duo	PETER001_HK2_24H_X1_B46	D14	mlr12k	0.1|0.5	uM	Cobicistat|Tenofovir Alafenamide Fumarate	Cobicistat|Tenofovir Alafenamide Fumarate	24 h	Cobicistat|Tenofovir Alafenamide Fumarate	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	6.4	15.99	54	PETER001_HK2_24H_X1	D14	PETER001
PETER001_HK2_24H_X1_B46:D15	b46	r2	dp52,dp53	HK2	14	112	duo	PETER001_HK2_24H_X1_B46	D15	mlr12k	0.1|0.5	uM	Cobicistat|Tenofovir Alafenamide Fumarate	Cobicistat|Tenofovir Alafenamide Fumarate	24 h	Cobicistat|Tenofovir Alafenamide Fumarate	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5	16.66	53	PETER001_HK2_24H_X1	D15	PETER001
PETER001_HK2_24H_X1_B46:D16	b46	r2	dp52,dp53	HK2	15	105	duo	PETER001_HK2_24H_X1_B46	D16	mlr12k	0.5	uM	Efavirenz	Efavirenz	24 h	Efavirenz	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.3	12.28	54	PETER001_HK2_24H_X1	D16	PETER001
PETER001_HK2_24H_X1_B46:D17	b46	r2	dp52,dp53	HK2	14	107	duo	PETER001_HK2_24H_X1_B46	D17	mlr12k	0.5	uM	Efavirenz	Efavirenz	24 h	Efavirenz	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.8	15.46	52	PETER001_HK2_24H_X1	D17	PETER001
PETER001_HK2_24H_X1_B46:D18	b46	r2	dp52,dp53	HK2	14	107	duo	PETER001_HK2_24H_X1_B46	D18	mlr12k	0.5	uM	Efavirenz	Efavirenz	24 h	Efavirenz	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.3	15.99	54	PETER001_HK2_24H_X1	D18	PETER001
PETER001_HK2_24H_X1_B46:D19	b46	r2	dp52,dp53	HK2	13	101	duo	PETER001_HK2_24H_X1_B46	D19	mlr12k	5	uM	Vorinostat	Vorinostat	24 h	Vorinostat	24	h	trt_poscon	epsilon	KMV+F2D+INO+QNO	5.4	15.01	61	PETER001_HK2_24H_X1	D19	PETER001
PETER001_HK2_24H_X1_B46:D20	b46	r2	dp52,dp53	HK2	13	107	duo	PETER001_HK2_24H_X1_B46	D20	mlr12k	5	uM	Vorinostat	Vorinostat	24 h	Vorinostat	24	h	trt_poscon	epsilon	KMV+F2D+INO+QNO	6	18.32	54	PETER001_HK2_24H_X1	D20	PETER001
PETER001_HK2_24H_X1_B46:D21	b46	r2	dp52,dp53	HK2	14	111	duo	PETER001_HK2_24H_X1_B46	D21	mlr12k	5	uM	Vorinostat	Vorinostat	24 h	Vorinostat	24	h	trt_poscon	epsilon	KMV+F2D+INO+QNO	6.1	16.75	53	PETER001_HK2_24H_X1	D21	PETER001
PETER001_HK2_24H_X1_B46:E01	b46	r2	dp52,dp53	HK2	15	107	duo	PETER001_HK2_24H_X1_B46	E01	mlr12k	0.1|0.1|0.1	uM	Cobicistat|Elvitegravir|Emtricitabine	Cobicistat|Elvitegravir|Emtricitabine	24 h	Cobicistat|Elvitegravir|Emtricitabine	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.2	12.38	53	PETER001_HK2_24H_X1	E01	PETER001
PETER001_HK2_24H_X1_B46:E02	b46	r2	dp52,dp53	HK2	15	112	duo	PETER001_HK2_24H_X1_B46	E02	mlr12k	0.1|0.1|0.1	uM	Cobicistat|Elvitegravir|Emtricitabine	Cobicistat|Elvitegravir|Emtricitabine	24 h	Cobicistat|Elvitegravir|Emtricitabine	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	4.8	9.81	59	PETER001_HK2_24H_X1	E02	PETER001
PETER001_HK2_24H_X1_B46:E03	b46	r2	dp52,dp53	HK2	15	111	duo	PETER001_HK2_24H_X1_B46	E03	mlr12k	0.1|0.1|0.1	uM	Cobicistat|Elvitegravir|Emtricitabine	Cobicistat|Elvitegravir|Emtricitabine	24 h	Cobicistat|Elvitegravir|Emtricitabine	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.4	17.25	53	PETER001_HK2_24H_X1	E03	PETER001
PETER001_HK2_24H_X1_B46:E04	b46	r2	dp52,dp53	HK2	15	114	duo	PETER001_HK2_24H_X1_B46	E04	mlr12k	0.1|0.5	uM	Emtricitabine|Tenofovir Alafenamide Fumarate	Emtricitabine|Tenofovir Alafenamide Fumarate	24 h	Emtricitabine|Tenofovir Alafenamide Fumarate	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.9	15.65	54	PETER001_HK2_24H_X1	E04	PETER001
PETER001_HK2_24H_X1_B46:E05	b46	r2	dp52,dp53	HK2	15	105	duo	PETER001_HK2_24H_X1_B46	E05	mlr12k	0.1|0.5	uM	Emtricitabine|Tenofovir Alafenamide Fumarate	Emtricitabine|Tenofovir Alafenamide Fumarate	24 h	Emtricitabine|Tenofovir Alafenamide Fumarate	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.5	18.85	54	PETER001_HK2_24H_X1	E05	PETER001
PETER001_HK2_24H_X1_B46:E06	b46	r2	dp52,dp53	HK2	16	105	duo	PETER001_HK2_24H_X1_B46	E06	mlr12k	0.1|0.5	uM	Emtricitabine|Tenofovir Alafenamide Fumarate	Emtricitabine|Tenofovir Alafenamide Fumarate	24 h	Emtricitabine|Tenofovir Alafenamide Fumarate	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.4	13.69	54	PETER001_HK2_24H_X1	E06	PETER001
PETER001_HK2_24H_X1_B46:E07	b46	r2	dp52,dp53	HK2	14	101	duo	PETER001_HK2_24H_X1_B46	E07	mlr12k	0.5|0.1	uM	Bictegravir|Emtricitabine	Bictegravir|Emtricitabine	24 h	Bictegravir|Emtricitabine	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.2	13.06	54	PETER001_HK2_24H_X1	E07	PETER001
PETER001_HK2_24H_X1_B46:E08	b46	r2	dp52,dp53	HK2	16	106	duo	PETER001_HK2_24H_X1_B46	E08	mlr12k	0.5|0.1	uM	Bictegravir|Emtricitabine	Bictegravir|Emtricitabine	24 h	Bictegravir|Emtricitabine	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.2	13.84	53	PETER001_HK2_24H_X1	E08	PETER001
PETER001_HK2_24H_X1_B46:E09	b46	r2	dp52,dp53	HK2	15	108	duo	PETER001_HK2_24H_X1_B46	E09	mlr12k	0.5|0.1	uM	Bictegravir|Emtricitabine	Bictegravir|Emtricitabine	24 h	Bictegravir|Emtricitabine	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.3	17.32	54	PETER001_HK2_24H_X1	E09	PETER001
PETER001_HK2_24H_X1_B46:E10	b46	r2	dp52,dp53	HK2	13	107	duo	PETER001_HK2_24H_X1_B46	E10	mlr12k	0.5|0.5	uM	Bictegravir|Tenofovir Alafenamide Fumarate	Bictegravir|Tenofovir Alafenamide Fumarate	24 h	Bictegravir|Tenofovir Alafenamide Fumarate	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5	16.18	54	PETER001_HK2_24H_X1	E10	PETER001
PETER001_HK2_24H_X1_B46:E11	b46	r2	dp52,dp53	HK2	15	104	duo	PETER001_HK2_24H_X1_B46	E11	mlr12k	0.5|0.5	uM	Bictegravir|Tenofovir Alafenamide Fumarate	Bictegravir|Tenofovir Alafenamide Fumarate	24 h	Bictegravir|Tenofovir Alafenamide Fumarate	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.7	16.91	52	PETER001_HK2_24H_X1	E11	PETER001
PETER001_HK2_24H_X1_B46:E12	b46	r2	dp52,dp53	HK2	14	107	duo	PETER001_HK2_24H_X1_B46	E12	mlr12k	0.5|0.5	uM	Bictegravir|Tenofovir Alafenamide Fumarate	Bictegravir|Tenofovir Alafenamide Fumarate	24 h	Bictegravir|Tenofovir Alafenamide Fumarate	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.5	17.84	53	PETER001_HK2_24H_X1	E12	PETER001
PETER001_HK2_24H_X1_B46:E13	b46	r2	dp52,dp53	HK2	16	104	duo	PETER001_HK2_24H_X1_B46	E13	mlr12k	0.1	uM	Cobicistat	Cobicistat	24 h	Cobicistat	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	3.6	12.98	61	PETER001_HK2_24H_X1	E13	PETER001
PETER001_HK2_24H_X1_B46:E14	b46	r2	dp52,dp53	HK2	14	105	duo	PETER001_HK2_24H_X1_B46	E14	mlr12k	0.1	uM	Cobicistat	Cobicistat	24 h	Cobicistat	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	4.3	10.77	59	PETER001_HK2_24H_X1	E14	PETER001
PETER001_HK2_24H_X1_B46:E15	b46	r2	dp52,dp53	HK2	15	103	duo	PETER001_HK2_24H_X1_B46	E15	mlr12k	0.1	uM	Cobicistat	Cobicistat	24 h	Cobicistat	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5	18.38	53	PETER001_HK2_24H_X1	E15	PETER001
PETER001_HK2_24H_X1_B46:E16	b46	r2	dp52,dp53	HK2	14	110	duo	PETER001_HK2_24H_X1_B46	E16	mlr12k	0.1	uM	Tenofovir Disoproxil Fumarate	Tenofovir Disoproxil Fumarate	24 h	Tenofovir Disoproxil Fumarate	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.1	13.31	54	PETER001_HK2_24H_X1	E16	PETER001
PETER001_HK2_24H_X1_B46:E17	b46	r2	dp52,dp53	HK2	15	104	duo	PETER001_HK2_24H_X1_B46	E17	mlr12k	0.1	uM	Tenofovir Disoproxil Fumarate	Tenofovir Disoproxil Fumarate	24 h	Tenofovir Disoproxil Fumarate	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.3	15.69	54	PETER001_HK2_24H_X1	E17	PETER001
PETER001_HK2_24H_X1_B46:E19	b46	r2	dp52,dp53	HK2	14	106	duo	PETER001_HK2_24H_X1_B46	E19	mlr12k	5	uM	Rapamycin	Rapamycin	24 h	Rapamycin	24	h	trt_poscon	epsilon	KMV+F2D+INO+QNO	5.5	17.94	54	PETER001_HK2_24H_X1	E19	PETER001
PETER001_HK2_24H_X1_B46:E20	b46	r2	dp52,dp53	HK2	14	107	duo	PETER001_HK2_24H_X1_B46	E20	mlr12k	5	uM	Rapamycin	Rapamycin	24 h	Rapamycin	24	h	trt_poscon	epsilon	KMV+F2D+INO+QNO	5	17.17	54	PETER001_HK2_24H_X1	E20	PETER001
PETER001_HK2_24H_X1_B46:E21	b46	r2	dp52,dp53	HK2	14	106	duo	PETER001_HK2_24H_X1_B46	E21	mlr12k	5	uM	Rapamycin	Rapamycin	24 h	Rapamycin	24	h	trt_poscon	epsilon	KMV+F2D+INO+QNO	5.2	17.47	53	PETER001_HK2_24H_X1	E21	PETER001
PETER001_HK2_24H_X1_B46:F01	b46	r2	dp52,dp53	HK2	15	110	duo	PETER001_HK2_24H_X1_B46	F01	mlr12k	0.1|0.1|0.5	uM	Cobicistat|Emtricitabine|Tenofovir Alafenamide Fumarate	Cobicistat|Emtricitabine|Tenofovir Alafenamide Fumarate	24 h	Cobicistat|Emtricitabine|Tenofovir Alafenamide Fumarate	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	4.4	9.07	59	PETER001_HK2_24H_X1	F01	PETER001
PETER001_HK2_24H_X1_B46:F02	b46	r2	dp52,dp53	HK2	14	116	duo	PETER001_HK2_24H_X1_B46	F02	mlr12k	0.1|0.1|0.5	uM	Cobicistat|Emtricitabine|Tenofovir Alafenamide Fumarate	Cobicistat|Emtricitabine|Tenofovir Alafenamide Fumarate	24 h	Cobicistat|Emtricitabine|Tenofovir Alafenamide Fumarate	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	4.7	9.67	58	PETER001_HK2_24H_X1	F02	PETER001
PETER001_HK2_24H_X1_B46:F03	b46	r2	dp52,dp53	HK2	15	110	duo	PETER001_HK2_24H_X1_B46	F03	mlr12k	0.1|0.1|0.5	uM	Cobicistat|Emtricitabine|Tenofovir Alafenamide Fumarate	Cobicistat|Emtricitabine|Tenofovir Alafenamide Fumarate	24 h	Cobicistat|Emtricitabine|Tenofovir Alafenamide Fumarate	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.2	16.04	54	PETER001_HK2_24H_X1	F03	PETER001
PETER001_HK2_24H_X1_B46:F04	b46	r2	dp52,dp53	HK2	15	104	duo	PETER001_HK2_24H_X1_B46	F04	mlr12k	0.1|0.5	uM	Dolutegravir|Tenofovir Alafenamide Fumarate	Dolutegravir|Tenofovir Alafenamide Fumarate	24 h	Dolutegravir|Tenofovir Alafenamide Fumarate	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	3.2	14.07	62	PETER001_HK2_24H_X1	F04	PETER001
PETER001_HK2_24H_X1_B46:F05	b46	r2	dp52,dp53	HK2	15	101	duo	PETER001_HK2_24H_X1_B46	F05	mlr12k	0.1|0.5	uM	Dolutegravir|Tenofovir Alafenamide Fumarate	Dolutegravir|Tenofovir Alafenamide Fumarate	24 h	Dolutegravir|Tenofovir Alafenamide Fumarate	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	3.9	11.66	63	PETER001_HK2_24H_X1	F05	PETER001
PETER001_HK2_24H_X1_B46:F06	b46	r2	dp52,dp53	HK2	15	108	duo	PETER001_HK2_24H_X1_B46	F06	mlr12k	0.1|0.5	uM	Dolutegravir|Tenofovir Alafenamide Fumarate	Dolutegravir|Tenofovir Alafenamide Fumarate	24 h	Dolutegravir|Tenofovir Alafenamide Fumarate	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	3.5	11.96	64	PETER001_HK2_24H_X1	F06	PETER001
PETER001_HK2_24H_X1_B46:F07	b46	r2	dp52,dp53	HK2	14	103	duo	PETER001_HK2_24H_X1_B46	F07	mlr12k	0.1|0.5	uM	Darunavir|Ritonavir	Darunavir|Ritonavir	24 h	Darunavir|Ritonavir	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	2.8	18.17	64	PETER001_HK2_24H_X1	F07	PETER001
PETER001_HK2_24H_X1_B46:F09	b46	r2	dp52,dp53	HK2	14	102	duo	PETER001_HK2_24H_X1_B46	F09	mlr12k	0.1|0.5	uM	Darunavir|Ritonavir	Darunavir|Ritonavir	24 h	Darunavir|Ritonavir	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	3.1	15.56	64	PETER001_HK2_24H_X1	F09	PETER001
PETER001_HK2_24H_X1_B46:F10	b46	r2	dp52,dp53	HK2	14	106	duo	PETER001_HK2_24H_X1_B46	F10	mlr12k	0.1|0.5	uM	Elvitegravir|Tenofovir Alafenamide Fumarate	Elvitegravir|Tenofovir Alafenamide Fumarate	24 h	Elvitegravir|Tenofovir Alafenamide Fumarate	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	3.7	15.5	63	PETER001_HK2_24H_X1	F10	PETER001
PETER001_HK2_24H_X1_B46:F11	b46	r2	dp52,dp53	HK2	15	106	duo	PETER001_HK2_24H_X1_B46	F11	mlr12k	0.1|0.5	uM	Elvitegravir|Tenofovir Alafenamide Fumarate	Elvitegravir|Tenofovir Alafenamide Fumarate	24 h	Elvitegravir|Tenofovir Alafenamide Fumarate	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	4.3	8.48	59	PETER001_HK2_24H_X1	F11	PETER001
PETER001_HK2_24H_X1_B46:F12	b46	r2	dp52,dp53	HK2	14	110	duo	PETER001_HK2_24H_X1_B46	F12	mlr12k	0.1|0.5	uM	Elvitegravir|Tenofovir Alafenamide Fumarate	Elvitegravir|Tenofovir Alafenamide Fumarate	24 h	Elvitegravir|Tenofovir Alafenamide Fumarate	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.3	15.51	54	PETER001_HK2_24H_X1	F12	PETER001
PETER001_HK2_24H_X1_B46:F13	b46	r2	dp52,dp53	HK2	14	105	duo	PETER001_HK2_24H_X1_B46	F13	mlr12k	0.1	uM	Elvitegravir	Elvitegravir	24 h	Elvitegravir	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	3.4	10.14	63	PETER001_HK2_24H_X1	F13	PETER001
PETER001_HK2_24H_X1_B46:F14	b46	r2	dp52,dp53	HK2	13	109	duo	PETER001_HK2_24H_X1_B46	F14	mlr12k	0.1	uM	Elvitegravir	Elvitegravir	24 h	Elvitegravir	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	3.7	8.27	58	PETER001_HK2_24H_X1	F14	PETER001
PETER001_HK2_24H_X1_B46:F15	b46	r2	dp52,dp53	HK2	14	110	duo	PETER001_HK2_24H_X1_B46	F15	mlr12k	0.1	uM	Elvitegravir	Elvitegravir	24 h	Elvitegravir	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.1	17.5	53	PETER001_HK2_24H_X1	F15	PETER001
PETER001_HK2_24H_X1_B46:F16	b46	r2	dp52,dp53	HK2	15	116	duo	PETER001_HK2_24H_X1_B46	F16	mlr12k	0.5	uM	Bictegravir	Bictegravir	24 h	Bictegravir	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.3	12.2	53	PETER001_HK2_24H_X1	F16	PETER001
PETER001_HK2_24H_X1_B46:F17	b46	r2	dp52,dp53	HK2	15	111	duo	PETER001_HK2_24H_X1_B46	F17	mlr12k	0.5	uM	Bictegravir	Bictegravir	24 h	Bictegravir	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.4	15.98	54	PETER001_HK2_24H_X1	F17	PETER001
PETER001_HK2_24H_X1_B46:F18	b46	r2	dp52,dp53	HK2	15	109	duo	PETER001_HK2_24H_X1_B46	F18	mlr12k	0.5	uM	Bictegravir	Bictegravir	24 h	Bictegravir	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	4.9	16.94	54	PETER001_HK2_24H_X1	F18	PETER001
PETER001_HK2_24H_X1_B46:F19	b46	r2	dp52,dp53	HK2	14	117	duo	PETER001_HK2_24H_X1_B46	F19	mlr12k	5	uM	Wortmannin	Wortmannin	24 h	Wortmannin	24	h	trt_poscon	epsilon	KMV+F2D+INO+QNO	3	11.41	64	PETER001_HK2_24H_X1	F19	PETER001
PETER001_HK2_24H_X1_B46:F21	b46	r2	dp52,dp53	HK2	15	110	duo	PETER001_HK2_24H_X1_B46	F21	mlr12k	5	uM	Wortmannin	Wortmannin	24 h	Wortmannin	24	h	trt_poscon	epsilon	KMV+F2D+INO+QNO	4.3	10.17	64	PETER001_HK2_24H_X1	F21	PETER001
PETER001_HK2_24H_X1_B46:G01	b46	r2	dp52,dp53	HK2	15	110	duo	PETER001_HK2_24H_X1_B46	G01	mlr12k	0.1|0.1|0.5	uM	Elvitegravir|Emtricitabine|Tenofovir Alafenamide Fumarate	Elvitegravir|Emtricitabine|Tenofovir Alafenamide Fumarate	24 h	Elvitegravir|Emtricitabine|Tenofovir Alafenamide Fumarate	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.2	12.07	56	PETER001_HK2_24H_X1	G01	PETER001
PETER001_HK2_24H_X1_B46:G02	b46	r2	dp52,dp53	HK2	15	110	duo	PETER001_HK2_24H_X1_B46	G02	mlr12k	0.1|0.1|0.5	uM	Elvitegravir|Emtricitabine|Tenofovir Alafenamide Fumarate	Elvitegravir|Emtricitabine|Tenofovir Alafenamide Fumarate	24 h	Elvitegravir|Emtricitabine|Tenofovir Alafenamide Fumarate	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	4.7	10.28	57	PETER001_HK2_24H_X1	G02	PETER001
PETER001_HK2_24H_X1_B46:G03	b46	r2	dp52,dp53	HK2	15	109	duo	PETER001_HK2_24H_X1_B46	G03	mlr12k	0.1|0.1|0.5	uM	Elvitegravir|Emtricitabine|Tenofovir Alafenamide Fumarate	Elvitegravir|Emtricitabine|Tenofovir Alafenamide Fumarate	24 h	Elvitegravir|Emtricitabine|Tenofovir Alafenamide Fumarate	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.5	16.17	53	PETER001_HK2_24H_X1	G03	PETER001
PETER001_HK2_24H_X1_B46:G04	b46	r2	dp52,dp53	HK2	15	108	duo	PETER001_HK2_24H_X1_B46	G04	mlr12k	0.1|0.1|0.5	uM	Darunavir|Emtricitabine|Ritonavir	Darunavir|Emtricitabine|Ritonavir	24 h	Darunavir|Emtricitabine|Ritonavir	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	3.6	21.36	61	PETER001_HK2_24H_X1	G04	PETER001
PETER001_HK2_24H_X1_B46:G06	b46	r2	dp52,dp53	HK2	15	100	duo	PETER001_HK2_24H_X1_B46	G06	mlr12k	0.1|0.1|0.5	uM	Darunavir|Emtricitabine|Ritonavir	Darunavir|Emtricitabine|Ritonavir	24 h	Darunavir|Emtricitabine|Ritonavir	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	3.4	16.99	62	PETER001_HK2_24H_X1	G06	PETER001
PETER001_HK2_24H_X1_B46:G07	b46	r2	dp52,dp53	HK2	15	105	duo	PETER001_HK2_24H_X1_B46	G07	mlr12k	0.1|0.5|0.1	uM	Emtricitabine|Ritonavir|Tenofovir Disoproxil Fumarate	Emtricitabine|Ritonavir|Tenofovir Disoproxil Fumarate	24 h	Emtricitabine|Ritonavir|Tenofovir Disoproxil Fumarate	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	2.9	15.77	62	PETER001_HK2_24H_X1	G07	PETER001
PETER001_HK2_24H_X1_B46:G09	b46	r2	dp52,dp53	HK2	15	109	duo	PETER001_HK2_24H_X1_B46	G09	mlr12k	0.1|0.5|0.1	uM	Emtricitabine|Ritonavir|Tenofovir Disoproxil Fumarate	Emtricitabine|Ritonavir|Tenofovir Disoproxil Fumarate	24 h	Emtricitabine|Ritonavir|Tenofovir Disoproxil Fumarate	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	3.1	12.44	60	PETER001_HK2_24H_X1	G09	PETER001
PETER001_HK2_24H_X1_B46:G10	b46	r2	dp52,dp53	HK2	15	103	duo	PETER001_HK2_24H_X1_B46	G10	mlr12k	0.1|0.5|0.1	uM	Darunavir|Ritonavir|Tenofovir Disoproxil Fumarate	Darunavir|Ritonavir|Tenofovir Disoproxil Fumarate	24 h	Darunavir|Ritonavir|Tenofovir Disoproxil Fumarate	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	4	9.87	59	PETER001_HK2_24H_X1	G10	PETER001
PETER001_HK2_24H_X1_B46:G11	b46	r2	dp52,dp53	HK2	14	110	duo	PETER001_HK2_24H_X1_B46	G11	mlr12k	0.1|0.5|0.1	uM	Darunavir|Ritonavir|Tenofovir Disoproxil Fumarate	Darunavir|Ritonavir|Tenofovir Disoproxil Fumarate	24 h	Darunavir|Ritonavir|Tenofovir Disoproxil Fumarate	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.6	16.77	54	PETER001_HK2_24H_X1	G11	PETER001
PETER001_HK2_24H_X1_B46:G12	b46	r2	dp52,dp53	HK2	15	97	duo	PETER001_HK2_24H_X1_B46	G12	mlr12k	0.1|0.5|0.1	uM	Darunavir|Ritonavir|Tenofovir Disoproxil Fumarate	Darunavir|Ritonavir|Tenofovir Disoproxil Fumarate	24 h	Darunavir|Ritonavir|Tenofovir Disoproxil Fumarate	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	4.8	16.39	52	PETER001_HK2_24H_X1	G12	PETER001
PETER001_HK2_24H_X1_B46:G13	b46	r2	dp52,dp53	HK2	14	100	duo	PETER001_HK2_24H_X1_B46	G13	mlr12k	0.1|0.1|0.1	uM	Darunavir|Emtricitabine|Tenofovir Disoproxil Fumarate	Darunavir|Emtricitabine|Tenofovir Disoproxil Fumarate	24 h	Darunavir|Emtricitabine|Tenofovir Disoproxil Fumarate	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	3.9	9.51	61	PETER001_HK2_24H_X1	G13	PETER001
PETER001_HK2_24H_X1_B46:G14	b46	r2	dp52,dp53	HK2	13	158	duo	PETER001_HK2_24H_X1_B46	G14	mlr12k	0.1|0.1|0.1	uM	Darunavir|Emtricitabine|Tenofovir Disoproxil Fumarate	Darunavir|Emtricitabine|Tenofovir Disoproxil Fumarate	24 h	Darunavir|Emtricitabine|Tenofovir Disoproxil Fumarate	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.5	9.36	58	PETER001_HK2_24H_X1	G14	PETER001
PETER001_HK2_24H_X1_B46:G15	b46	r2	dp52,dp53	HK2	14	111	duo	PETER001_HK2_24H_X1_B46	G15	mlr12k	0.1|0.1|0.1	uM	Darunavir|Emtricitabine|Tenofovir Disoproxil Fumarate	Darunavir|Emtricitabine|Tenofovir Disoproxil Fumarate	24 h	Darunavir|Emtricitabine|Tenofovir Disoproxil Fumarate	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.4	15.25	53	PETER001_HK2_24H_X1	G15	PETER001
PETER001_HK2_24H_X1_B46:G16	b46	r2	dp52,dp53	HK2	14	116	duo	PETER001_HK2_24H_X1_B46	G16	mlr12k	0.5	uM	Tenofovir Alafenamide Fumarate	Tenofovir Alafenamide Fumarate	24 h	Tenofovir Alafenamide Fumarate	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	5.2	14.98	54	PETER001_HK2_24H_X1	G16	PETER001
PETER001_HK2_24H_X1_B46:G18	b46	r2	dp52,dp53	HK2	15	108	duo	PETER001_HK2_24H_X1_B46	G18	mlr12k	0.5	uM	Tenofovir Alafenamide Fumarate	Tenofovir Alafenamide Fumarate	24 h	Tenofovir Alafenamide Fumarate	24	h	trt_cp	epsilon	KMV+F2D+INO+QNO	3.7	18.68	65	PETER001_HK2_24H_X1	G18	PETER001
PETER001_HK2_24H_X1_B46:G19	b46	r2	dp52,dp53	HK2	14	103	duo	PETER001_HK2_24H_X1_B46	G19	mlr12k	0.5	uM	DMSO	DMSO	24 h	DMSO	24	h	ctl_vehicle	epsilon	KMV+F2D+INO+QNO	4	8.59	60	PETER001_HK2_24H_X1	G19	PETER001
PETER001_HK2_24H_X1_B46:G20	b46	r2	dp52,dp53	HK2	14	117	duo	PETER001_HK2_24H_X1_B46	G20	mlr12k	0.5	uM	DMSO	DMSO	24 h	DMSO	24	h	ctl_vehicle	epsilon	KMV+F2D+INO+QNO	4.3	7.72	57	PETER001_HK2_24H_X1	G20	PETER001
